"키워드(2026.06.01.~2026.06.30.),2439317",,,,,,,,,
일별,시간대별,캠페인,키워드,PC/모바일 매체,노출수,클릭수,클릭률(%),평균 CPC,총비용
2026.06.16.,00시~01시,개인회생_에이스,고양개인회생,PC,1,0,0,0,0
2026.06.30.,00시~01시,개인회생_에이스,고양개인회생,모바일,1,0,0,0,0
2026.06.30.,00시~01시,개인회생_에이스,과천개인회생,모바일,1,0,0,0,0
2026.06.29.,00시~01시,개인회생_에이스,관악구개인회생,PC,1,0,0,0,0
2026.06.02.,00시~01시,개인회생_에이스,구리개인회생,PC,1,0,0,0,0
2026.06.19.,00시~01시,개인회생_에이스,구리개인회생,PC,1,0,0,0,0
2026.06.30.,00시~01시,개인회생_에이스,군포개인회생,모바일,1,0,0,0,0
2026.06.15.,00시~01시,개인회생_에이스,김제개인회생,PC,1,0,0,0,0
2026.06.30.,00시~01시,개인회생_에이스,김천개인회생,PC,1,0,0,0,0
2026.06.30.,00시~01시,개인회생_에이스,김천개인회생,모바일,2,0,0,0,0
2026.06.10.,00시~01시,개인회생_에이스,김포개인회생,PC,2,0,0,0,0
2026.06.12.,00시~01시,개인회생_에이스,김포개인회생,PC,1,0,0,0,0
2026.06.16.,00시~01시,개인회생_에이스,김포개인회생,PC,10,0,0,0,0
2026.06.17.,00시~01시,개인회생_에이스,김포개인회생,PC,4,0,0,0,0
2026.06.19.,00시~01시,개인회생_에이스,김포개인회생,PC,5,0,0,0,0
2026.06.23.,00시~01시,개인회생_에이스,김포개인회생,PC,2,0,0,0,0
2026.06.24.,00시~01시,개인회생_에이스,김포개인회생,PC,3,0,0,0,0
2026.06.25.,00시~01시,개인회생_에이스,김포개인회생,PC,6,0,0,0,0
2026.06.01.,00시~01시,개인회생_에이스,김포개인회생,모바일,3,0,0,0,0
2026.06.02.,00시~01시,개인회생_에이스,김포개인회생,모바일,2,0,0,0,0
2026.06.04.,00시~01시,개인회생_에이스,김포개인회생,모바일,2,0,0,0,0
2026.06.05.,00시~01시,개인회생_에이스,김포개인회생,모바일,3,0,0,0,0
2026.06.08.,00시~01시,개인회생_에이스,김포개인회생,모바일,3,0,0,0,0
2026.06.09.,00시~01시,개인회생_에이스,김포개인회생,모바일,3,0,0,0,0
2026.06.10.,00시~01시,개인회생_에이스,김포개인회생,모바일,4,0,0,0,0
2026.06.12.,00시~01시,개인회생_에이스,김포개인회생,모바일,2,0,0,0,0
2026.06.15.,00시~01시,개인회생_에이스,김포개인회생,모바일,3,0,0,0,0
2026.06.16.,00시~01시,개인회생_에이스,김포개인회생,모바일,4,0,0,0,0
2026.06.17.,00시~01시,개인회생_에이스,김포개인회생,모바일,2,0,0,0,0
2026.06.19.,00시~01시,개인회생_에이스,김포개인회생,모바일,5,0,0,0,0
2026.06.22.,00시~01시,개인회생_에이스,김포개인회생,모바일,3,0,0,0,0
2026.06.23.,00시~01시,개인회생_에이스,김포개인회생,모바일,3,0,0,0,0
2026.06.24.,00시~01시,개인회생_에이스,김포개인회생,모바일,7,0,0,0,0
2026.06.25.,00시~01시,개인회생_에이스,김포개인회생,모바일,7,0,0,0,0
2026.06.26.,00시~01시,개인회생_에이스,김포개인회생,모바일,2,0,0,0,0
2026.06.30.,00시~01시,개인회생_에이스,김포개인회생,모바일,4,0,0,0,0
2026.06.12.,00시~01시,개인회생_에이스,김해개인회생상담,PC,2,0,0,0,0
2026.06.02.,00시~01시,개인회생_에이스,남양주개인회생,PC,7,0,0,0,0
2026.06.03.,00시~01시,개인회생_에이스,남양주개인회생,PC,13,0,0,0,0
2026.06.04.,00시~01시,개인회생_에이스,남양주개인회생,PC,7,0,0,0,0
2026.06.05.,00시~01시,개인회생_에이스,남양주개인회생,PC,6,0,0,0,0
2026.06.09.,00시~01시,개인회생_에이스,남양주개인회생,PC,4,0,0,0,0
2026.06.10.,00시~01시,개인회생_에이스,남양주개인회생,PC,1,0,0,0,0
2026.06.11.,00시~01시,개인회생_에이스,남양주개인회생,PC,5,0,0,0,0
2026.06.15.,00시~01시,개인회생_에이스,남양주개인회생,PC,1,0,0,0,0
2026.06.17.,00시~01시,개인회생_에이스,남양주개인회생,PC,10,0,0,0,0
2026.06.19.,00시~01시,개인회생_에이스,남양주개인회생,PC,3,0,0,0,0
2026.06.22.,00시~01시,개인회생_에이스,남양주개인회생,PC,4,0,0,0,0
2026.06.23.,00시~01시,개인회생_에이스,남양주개인회생,PC,18,0,0,0,0
2026.06.24.,00시~01시,개인회생_에이스,남양주개인회생,PC,10,0,0,0,0
2026.06.25.,00시~01시,개인회생_에이스,남양주개인회생,PC,10,0,0,0,0
2026.06.29.,00시~01시,개인회생_에이스,남양주개인회생,PC,1,0,0,0,0
2026.06.30.,00시~01시,개인회생_에이스,남양주개인회생,PC,1,0,0,0,0
2026.06.01.,00시~01시,개인회생_에이스,남양주개인회생,모바일,1,0,0,0,0
2026.06.02.,00시~01시,개인회생_에이스,남양주개인회생,모바일,4,0,0,0,0
2026.06.03.,00시~01시,개인회생_에이스,남양주개인회생,모바일,1,0,0,0,0
2026.06.04.,00시~01시,개인회생_에이스,남양주개인회생,모바일,3,0,0,0,0
2026.06.05.,00시~01시,개인회생_에이스,남양주개인회생,모바일,3,0,0,0,0
2026.06.08.,00시~01시,개인회생_에이스,남양주개인회생,모바일,5,0,0,0,0
2026.06.09.,00시~01시,개인회생_에이스,남양주개인회생,모바일,3,0,0,0,0
2026.06.10.,00시~01시,개인회생_에이스,남양주개인회생,모바일,1,0,0,0,0
2026.06.11.,00시~01시,개인회생_에이스,남양주개인회생,모바일,3,0,0,0,0
2026.06.12.,00시~01시,개인회생_에이스,남양주개인회생,모바일,4,0,0,0,0
2026.06.15.,00시~01시,개인회생_에이스,남양주개인회생,모바일,1,0,0,0,0
2026.06.16.,00시~01시,개인회생_에이스,남양주개인회생,모바일,4,0,0,0,0
2026.06.17.,00시~01시,개인회생_에이스,남양주개인회생,모바일,3,0,0,0,0
2026.06.19.,00시~01시,개인회생_에이스,남양주개인회생,모바일,1,0,0,0,0
2026.06.22.,00시~01시,개인회생_에이스,남양주개인회생,모바일,3,0,0,0,0
2026.06.23.,00시~01시,개인회생_에이스,남양주개인회생,모바일,3,0,0,0,0
2026.06.24.,00시~01시,개인회생_에이스,남양주개인회생,모바일,3,0,0,0,0
2026.06.25.,00시~01시,개인회생_에이스,남양주개인회생,모바일,5,0,0,0,0
2026.06.26.,00시~01시,개인회생_에이스,남양주개인회생,모바일,1,0,0,0,0
2026.06.30.,00시~01시,개인회생_에이스,남양주개인회생,모바일,5,0,0,0,0
2026.06.15.,00시~01시,개인회생_에이스,노원개인회생,PC,1,0,0,0,0
2026.06.19.,00시~01시,개인회생_에이스,노원개인회생,PC,2,0,0,0,0
2026.06.01.,00시~01시,개인회생_에이스,대전개인회생,PC,28,0,0,0,0
2026.06.02.,00시~01시,개인회생_에이스,대전개인회생,PC,3,0,0,0,0
2026.06.03.,00시~01시,개인회생_에이스,대전개인회생,PC,12,0,0,0,0
2026.06.04.,00시~01시,개인회생_에이스,대전개인회생,PC,1,0,0,0,0
2026.06.05.,00시~01시,개인회생_에이스,대전개인회생,PC,5,0,0,0,0
2026.06.08.,00시~01시,개인회생_에이스,대전개인회생,PC,6,0,0,0,0
2026.06.10.,00시~01시,개인회생_에이스,대전개인회생,PC,25,0,0,0,0
2026.06.12.,00시~01시,개인회생_에이스,대전개인회생,PC,2,0,0,0,0
2026.06.15.,00시~01시,개인회생_에이스,대전개인회생,PC,7,0,0,0,0
2026.06.17.,00시~01시,개인회생_에이스,대전개인회생,PC,12,0,0,0,0
2026.06.19.,00시~01시,개인회생_에이스,대전개인회생,PC,3,0,0,0,0
2026.06.22.,00시~01시,개인회생_에이스,대전개인회생,PC,8,0,0,0,0
2026.06.25.,00시~01시,개인회생_에이스,대전개인회생,PC,2,0,0,0,0
2026.06.29.,00시~01시,개인회생_에이스,대전개인회생,PC,1,0,0,0,0
2026.06.30.,00시~01시,개인회생_에이스,대전개인회생,PC,1,0,0,0,0
2026.06.24.,00시~01시,개인회생_에이스,대전개인회생,모바일,1,0,0,0,0
2026.06.26.,00시~01시,개인회생_에이스,대전개인회생,모바일,5,0,0,0,0
2026.06.03.,00시~01시,개인회생_에이스,도박개인회생,PC,1,0,0,0,0
2026.06.03.,00시~01시,개인회생_에이스,도박빚개인회생,PC,1,0,0,0,0
2026.06.01.,00시~01시,개인회생_에이스,도박빚개인회생,모바일,1,0,0,0,0
2026.06.19.,00시~01시,개인회생_에이스,도박빚개인회생,모바일,1,0,0,0,0
2026.06.30.,00시~01시,개인회생_에이스,도박빚개인회생,모바일,1,0,0,0,0
2026.06.11.,00시~01시,개인회생_에이스,동두천개인회생,모바일,4,0,0,0,0
2026.06.12.,00시~01시,개인회생_에이스,동두천개인회생,모바일,6,0,0,0,0
2026.06.16.,00시~01시,개인회생_에이스,동두천개인회생,모바일,5,0,0,0,0
2026.06.17.,00시~01시,개인회생_에이스,동두천개인회생,모바일,2,0,0,0,0
2026.06.22.,00시~01시,개인회생_에이스,동두천개인회생,모바일,1,0,0,0,0
2026.06.26.,00시~01시,개인회생_에이스,동두천개인회생,모바일,2,0,0,0,0
2026.06.01.,00시~01시,개인회생_에이스,무료개인회생상담,모바일,2,0,0,0,0
2026.06.02.,00시~01시,개인회생_에이스,무료개인회생상담,모바일,1,0,0,0,0
2026.06.03.,00시~01시,개인회생_에이스,무료개인회생상담,모바일,2,0,0,0,0
2026.06.09.,00시~01시,개인회생_에이스,무직개인회생,PC,1,0,0,0,0
2026.06.01.,00시~01시,개인회생_에이스,부산개인회생,PC,41,0,0,0,0
2026.06.02.,00시~01시,개인회생_에이스,부산개인회생,PC,5,0,0,0,0
2026.06.03.,00시~01시,개인회생_에이스,부산개인회생,PC,40,0,0,0,0
2026.06.04.,00시~01시,개인회생_에이스,부산개인회생,PC,19,0,0,0,0
2026.06.05.,00시~01시,개인회생_에이스,부산개인회생,PC,21,0,0,0,0
2026.06.08.,00시~01시,개인회생_에이스,부산개인회생,PC,17,0,0,0,0
2026.06.09.,00시~01시,개인회생_에이스,부산개인회생,PC,43,0,0,0,0
2026.06.10.,00시~01시,개인회생_에이스,부산개인회생,PC,18,0,0,0,0
2026.06.11.,00시~01시,개인회생_에이스,부산개인회생,PC,36,0,0,0,0
2026.06.12.,00시~01시,개인회생_에이스,부산개인회생,PC,19,0,0,0,0
2026.06.15.,00시~01시,개인회생_에이스,부산개인회생,PC,19,0,0,0,0
2026.06.16.,00시~01시,개인회생_에이스,부산개인회생,PC,24,0,0,0,0
2026.06.17.,00시~01시,개인회생_에이스,부산개인회생,PC,20,0,0,0,0
2026.06.19.,00시~01시,개인회생_에이스,부산개인회생,PC,7,0,0,0,0
2026.06.22.,00시~01시,개인회생_에이스,부산개인회생,PC,19,0,0,0,0
2026.06.23.,00시~01시,개인회생_에이스,부산개인회생,PC,4,0,0,0,0
2026.06.24.,00시~01시,개인회생_에이스,부산개인회생,PC,24,0,0,0,0
2026.06.25.,00시~01시,개인회생_에이스,부산개인회생,PC,15,0,0,0,0
2026.06.26.,00시~01시,개인회생_에이스,부산개인회생,PC,2,0,0,0,0
2026.06.30.,00시~01시,개인회생_에이스,부산개인회생,PC,7,0,0,0,0
2026.06.01.,00시~01시,개인회생_에이스,부산개인회생,모바일,2,0,0,0,0
2026.06.02.,00시~01시,개인회생_에이스,부산개인회생,모바일,3,0,0,0,0
2026.06.03.,00시~01시,개인회생_에이스,부산개인회생,모바일,1,0,0,0,0
2026.06.04.,00시~01시,개인회생_에이스,부산개인회생,모바일,1,0,0,0,0
2026.06.05.,00시~01시,개인회생_에이스,부산개인회생,모바일,1,0,0,0,0
2026.06.08.,00시~01시,개인회생_에이스,부산개인회생,모바일,1,0,0,0,0
2026.06.09.,00시~01시,개인회생_에이스,부산개인회생,모바일,2,0,0,0,0
2026.06.11.,00시~01시,개인회생_에이스,부산개인회생,모바일,1,0,0,0,0
2026.06.15.,00시~01시,개인회생_에이스,부산개인회생,모바일,1,0,0,0,0
2026.06.17.,00시~01시,개인회생_에이스,부산개인회생,모바일,3,0,0,0,0
2026.06.19.,00시~01시,개인회생_에이스,부산개인회생,모바일,2,0,0,0,0
2026.06.22.,00시~01시,개인회생_에이스,부산개인회생,모바일,6,0,0,0,0
2026.06.23.,00시~01시,개인회생_에이스,부산개인회생,모바일,1,0,0,0,0
2026.06.24.,00시~01시,개인회생_에이스,부산개인회생,모바일,9,0,0,0,0
2026.06.25.,00시~01시,개인회생_에이스,부산개인회생,모바일,10,0,0,0,0
2026.06.26.,00시~01시,개인회생_에이스,부산개인회생,모바일,3,0,0,0,0
2026.06.29.,00시~01시,개인회생_에이스,부산개인회생,모바일,4,0,0,0,0
2026.06.01.,00시~01시,개인회생_에이스,부산개인회생상담,PC,5,0,0,0,0
2026.06.02.,00시~01시,개인회생_에이스,부산개인회생상담,PC,5,0,0,0,0
2026.06.03.,00시~01시,개인회생_에이스,부산개인회생상담,PC,6,0,0,0,0
2026.06.04.,00시~01시,개인회생_에이스,부산개인회생상담,PC,7,0,0,0,0
2026.06.05.,00시~01시,개인회생_에이스,부산개인회생상담,PC,1,0,0,0,0
2026.06.08.,00시~01시,개인회생_에이스,부산개인회생상담,PC,3,0,0,0,0
2026.06.09.,00시~01시,개인회생_에이스,부산개인회생상담,PC,5,0,0,0,0
2026.06.10.,00시~01시,개인회생_에이스,부산개인회생상담,PC,5,0,0,0,0
2026.06.11.,00시~01시,개인회생_에이스,부산개인회생상담,PC,5,0,0,0,0
2026.06.12.,00시~01시,개인회생_에이스,부산개인회생상담,PC,6,0,0,0,0
2026.06.16.,00시~01시,개인회생_에이스,부산개인회생상담,PC,2,0,0,0,0
2026.06.17.,00시~01시,개인회생_에이스,부산개인회생상담,PC,12,0,0,0,0
2026.06.23.,00시~01시,개인회생_에이스,부산개인회생상담,PC,3,0,0,0,0
2026.06.24.,00시~01시,개인회생_에이스,부산개인회생상담,PC,7,0,0,0,0
2026.06.25.,00시~01시,개인회생_에이스,부산개인회생상담,PC,4,0,0,0,0
2026.06.08.,00시~01시,개인회생_에이스,부산개인회생상담,모바일,1,0,0,0,0
2026.06.22.,00시~01시,개인회생_에이스,부산개인회생상담,모바일,2,0,0,0,0
2026.06.23.,00시~01시,개인회생_에이스,부산개인회생상담,모바일,2,0,0,0,0
2026.06.25.,00시~01시,개인회생_에이스,부산개인회생상담,모바일,4,0,0,0,0
2026.06.26.,00시~01시,개인회생_에이스,부산개인회생상담,모바일,1,0,0,0,0
2026.06.01.,00시~01시,개인회생_에이스,부산개인회생전문,PC,2,0,0,0,0
2026.06.03.,00시~01시,개인회생_에이스,부산개인회생전문,PC,3,0,0,0,0
2026.06.04.,00시~01시,개인회생_에이스,부산개인회생전문,PC,2,0,0,0,0
2026.06.05.,00시~01시,개인회생_에이스,부산개인회생전문,PC,5,0,0,0,0
2026.06.08.,00시~01시,개인회생_에이스,부산개인회생전문,PC,3,0,0,0,0
2026.06.09.,00시~01시,개인회생_에이스,부산개인회생전문,PC,6,0,0,0,0
2026.06.10.,00시~01시,개인회생_에이스,부산개인회생전문,PC,3,0,0,0,0
2026.06.11.,00시~01시,개인회생_에이스,부산개인회생전문,PC,2,0,0,0,0
2026.06.12.,00시~01시,개인회생_에이스,부산개인회생전문,PC,3,0,0,0,0
2026.06.15.,00시~01시,개인회생_에이스,부산개인회생전문,PC,6,0,0,0,0
2026.06.16.,00시~01시,개인회생_에이스,부산개인회생전문,PC,2,0,0,0,0
2026.06.23.,00시~01시,개인회생_에이스,부산개인회생전문,PC,2,0,0,0,0
2026.06.04.,00시~01시,개인회생_에이스,부산개인회생전문,모바일,2,1,50,11349,11349
2026.06.08.,00시~01시,개인회생_에이스,부산개인회생전문,모바일,2,0,0,0,0
2026.06.10.,00시~01시,개인회생_에이스,부산개인회생전문,모바일,1,0,0,0,0
2026.06.11.,00시~01시,개인회생_에이스,부산개인회생전문,모바일,1,0,0,0,0
2026.06.15.,00시~01시,개인회생_에이스,부산개인회생전문,모바일,1,0,0,0,0
2026.06.19.,00시~01시,개인회생_에이스,부산개인회생전문,모바일,1,0,0,0,0
2026.06.22.,00시~01시,개인회생_에이스,부산개인회생전문,모바일,1,0,0,0,0
2026.06.23.,00시~01시,개인회생_에이스,부산개인회생전문,모바일,1,0,0,0,0
2026.06.24.,00시~01시,개인회생_에이스,부산개인회생전문,모바일,3,0,0,0,0
2026.06.15.,00시~01시,개인회생_에이스,분당개인회생,PC,1,0,0,0,0
2026.06.23.,00시~01시,개인회생_에이스,분당개인회생,PC,1,0,0,0,0
2026.06.02.,00시~01시,개인회생_에이스,분당개인회생,모바일,1,0,0,0,0
2026.06.24.,00시~01시,개인회생_에이스,분당개인회생,모바일,1,0,0,0,0
2026.06.01.,00시~01시,개인회생_에이스,사업자개인회생,모바일,1,0,0,0,0
2026.06.02.,00시~01시,개인회생_에이스,사업자개인회생,모바일,2,0,0,0,0
2026.06.16.,00시~01시,개인회생_에이스,사업자파산신청,모바일,1,0,0,0,0
2026.06.05.,00시~01시,개인회생_에이스,사업자회생,PC,1,0,0,0,0
2026.06.01.,00시~01시,개인회생_에이스,사업자회생,모바일,1,0,0,0,0
2026.06.02.,00시~01시,개인회생_에이스,사업자회생,모바일,1,0,0,0,0
2026.06.03.,00시~01시,개인회생_에이스,사업자회생,모바일,1,0,0,0,0
2026.06.12.,00시~01시,개인회생_에이스,사업자회생,모바일,1,0,0,0,0
2026.06.22.,00시~01시,개인회생_에이스,사업자회생신청,모바일,1,0,0,0,0
2026.06.16.,00시~01시,개인회생_에이스,사천개인회생,PC,1,0,0,0,0
2026.06.17.,00시~01시,개인회생_에이스,사천개인회생,PC,1,0,0,0,0
2026.06.23.,00시~01시,개인회생_에이스,사천개인회생,PC,1,0,0,0,0
2026.06.01.,00시~01시,개인회생_에이스,사천개인회생,모바일,4,0,0,0,0
2026.06.02.,00시~01시,개인회생_에이스,사천개인회생,모바일,6,0,0,0,0
2026.06.03.,00시~01시,개인회생_에이스,사천개인회생,모바일,3,0,0,0,0
2026.06.04.,00시~01시,개인회생_에이스,사천개인회생,모바일,5,0,0,0,0
2026.06.05.,00시~01시,개인회생_에이스,사천개인회생,모바일,3,0,0,0,0
2026.06.09.,00시~01시,개인회생_에이스,사천개인회생,모바일,6,0,0,0,0
2026.06.15.,00시~01시,개인회생_에이스,사천개인회생,모바일,3,0,0,0,0
2026.06.16.,00시~01시,개인회생_에이스,사천개인회생,모바일,7,0,0,0,0
2026.06.17.,00시~01시,개인회생_에이스,사천개인회생,모바일,3,0,0,0,0
2026.06.19.,00시~01시,개인회생_에이스,사천개인회생,모바일,3,0,0,0,0
2026.06.23.,00시~01시,개인회생_에이스,사천개인회생,모바일,1,0,0,0,0
2026.06.01.,00시~01시,개인회생_에이스,수원개인회생,PC,5,0,0,0,0
2026.06.02.,00시~01시,개인회생_에이스,수원개인회생,PC,5,0,0,0,0
2026.06.03.,00시~01시,개인회생_에이스,수원개인회생,PC,9,0,0,0,0
2026.06.05.,00시~01시,개인회생_에이스,수원개인회생,PC,2,0,0,0,0
2026.06.08.,00시~01시,개인회생_에이스,수원개인회생,PC,3,0,0,0,0
2026.06.09.,00시~01시,개인회생_에이스,수원개인회생,PC,4,0,0,0,0
2026.06.10.,00시~01시,개인회생_에이스,수원개인회생,PC,4,0,0,0,0
2026.06.11.,00시~01시,개인회생_에이스,수원개인회생,PC,1,0,0,0,0
2026.06.15.,00시~01시,개인회생_에이스,수원개인회생,PC,7,0,0,0,0
2026.06.16.,00시~01시,개인회생_에이스,수원개인회생,PC,26,0,0,0,0
2026.06.19.,00시~01시,개인회생_에이스,수원개인회생,PC,1,0,0,0,0
2026.06.22.,00시~01시,개인회생_에이스,수원개인회생,PC,2,0,0,0,0
